bootstrap_index,mean_setting_tv_vs_ideal,raw_energy_hartree,projected_energy_hartree,raw_energy_error_millihartree,projected_energy_error_millihartree,raw_gamma_frobenius_error,projected_gamma_frobenius_error,raw_idempotency_frobenius,one_spin_slater_fidelity,full_rhf_determinant_fidelity
131,0.025871164344489442,-1.9562622213935972,-1.944807037954028,-9.520594937288074,1.9345885022810094,0.04994812333750451,0.04634350994123415,0.018616031162683393,0.9989263483995448,0.9978538495268486
132,0.016127065119579478,-1.950155882675652,-1.9456076570250989,-3.4142562193428816,1.1339694312102466,0.03768139070388416,0.037340577885380775,0.0044680801525935785,0.999302877793696,0.9986062415667625
133,0.01990940208945223,-1.9205355407351903,-1.9451569908673474,26.20608572111882,1.5846355889617136,0.056050506471849865,0.05340627739336306,0.018531420081850235,0.9985741540191432,0.9971503410750475
134,0.03174310520676622,-1.9339840428358273,-1.9416369390461676,12.75758362048185,5.104687410141473,0.08281461210262804,0.08013320655981773,0.02360339361193644,0.9967901148713425,0.9935905331052242
135,0.022992328688994822,-1.9536889221912361,-1.9434976098434775,-6.947295734927028,3.2440166128315795,0.06477396218628066,0.062363620232810585,0.016508107651999383,0.9980554351219982,0.9961146515765612
136,0.02156856279521561,-1.9167363755755045,-1.9462197100262284,30.005250880804635,0.5219164300807044,0.033258014487105914,0.027201434756075484,0.019320876591138358,0.9996300547701165,0.999260246399706
137,0.013070529720257847,-1.9180162190790975,-1.9463675933032307,28.72540737721163,0.37403315307837914,0.02862621246500814,0.02147855084900181,0.018933911032853225,0.9997693394992376,0.9995387322027419
138,0.02761723049441263,-1.9376352093989742,-1.9440958740226006,9.106417057334948,2.6457524337084593,0.06609381943831322,0.05646518493231374,0.03520602542179389,0.9984060329875019,0.9968146067058407
139,0.026054593207730632,-1.9433931368379451,-1.9460603310176479,3.348489618363981,0.6812954386612446,0.030408078167260558,0.028483967124579818,0.0106994166663422,0.9995943333657294,0.9991888312968771
140,0.027662363032665813,-1.9192440316466584,-1.9451936579199691,27.49759480965075,1.547968536339983,0.048203830141366526,0.043305906881961766,0.022075555264817203,0.9990623139365852,0.9981255071283239
141,0.030000264892537074,-1.912985257078678,-1.9460376500108445,33.756369377631046,0.7039764454646047,0.036329169356598856,0.029073240180532714,0.021960691382558916,0.9995774019370679,0.9991549824632586
142,0.01932287060104374,-1.9518556411730568,-1.945714776589983,-5.114014716747661,1.0268498663261738,0.0426871862598437,0.04206332203945628,0.006813172407183026,0.999115425289984,0.9982316330523856
143,0.02656367604865706,-1.9047041715762087,-1.944125882912586,42.037454880100356,2.6157435437230703,0.06779485569454395,0.06271670197535739,0.027925748320322543,0.9980333301401818,0.9960705280707012
